"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Duration","Starting Sequence Number","Info"
"2847","51.973182","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","1990","88","48","47\302\265s","","QoS Data, SN=1990, FN=0, Flags=.p.....TC"
"2849","51.974959","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","332","88","112","47\302\265s","","QoS Data, SN=332, FN=0, Flags=.p....F.C"
"2903","53.816752","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","166","473","80","48","47\302\265s","","QoS Data, SN=473, FN=0, Flags=.p.....TC"
"2905","53.817716","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","166","333","80","112","47\302\265s","","QoS Data, SN=333, FN=0, Flags=.p....F.C"
"2912","53.986309","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","1996","173","48","54\302\265s","","QoS Data, SN=1996, FN=0, Flags=.p.....TC"
"2914","53.987514","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","334","173","112","54\302\265s","","QoS Data, SN=334, FN=0, Flags=.p....F.C"
"2932","54.020038","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","1997","88","48","47\302\265s","","QoS Data, SN=1997, FN=0, Flags=.p.....TC"
"2934","54.023002","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","335","88","112","47\302\265s","","QoS Data, SN=335, FN=0, Flags=.p....F.C"
"2945","54.362256","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","474","88","48","47\302\265s","","QoS Data, SN=474, FN=0, Flags=.p.....TC"
"2952","54.422568","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","336","88","112","47\302\265s","","QoS Data, SN=336, FN=0, Flags=.p....F.C"
"3106","56.034620","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2021","173","48","54\302\265s","","QoS Data, SN=2021, FN=0, Flags=.p.....TC"
"3110","56.058871","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","337","173","112","54\302\265s","","QoS Data, SN=337, FN=0, Flags=.p....F.C"
"3127","56.070208","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2022","88","48","47\302\265s","","QoS Data, SN=2022, FN=0, Flags=.p.....TC"
