"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Duration","Starting Sequence Number","Info"
"26905","225.269634","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3421","88","48","47\302\265s","","QoS Data, SN=3421, FN=0, Flags=.p.....TC"
"26910","225.273939","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","259","3422","173","48","54\302\265s","","QoS Data, SN=3422, FN=0, Flags=.p.....TC"
"26913","225.274543","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","259","2771","173","112","54\302\265s","","QoS Data, SN=2771, FN=0, Flags=.p....F.C"
"26941","225.305755","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","170","3423","88","48","35\302\265s","","QoS Data, SN=3423, FN=0, Flags=.p.....TC"
"26942","225.305813","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3424","88","48","7\302\265s","","QoS Data, SN=3424, FN=0, Flags=.p.....TC"
"26944","225.309821","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2772","88","112","47\302\265s","","QoS Data, SN=2772, FN=0, Flags=.p....F.C"
"26946","225.309934","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2773","88","112","47\302\265s","","QoS Data, SN=2773, FN=0, Flags=.p....F.C"
"27268","230.283470","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","243","3425","157","48","54\302\265s","","QoS Data, SN=3425, FN=0, Flags=.p.....TC"
"27270","230.283587","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","170","3426","88","48","35\302\265s","","QoS Data, SN=3426, FN=0, Flags=.p.....TC"
"27271","230.283688","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","162","3427","76","48","3\302\265s","","QoS Data, SN=3427, FN=0, Flags=.p.....TC"
"27278","230.342919","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","239","2831","157","112","42\302\265s","","QoS Data, SN=2831, FN=0, Flags=.p....F.C"
"27279","230.342977","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2832","88","112","8\302\265s","","QoS Data, SN=2832, FN=0, Flags=.p....F.C"
"27281","230.343090","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","162","2833","76","112","47\302\265s","","QoS Data, SN=2833, FN=0, Flags=.p....F.C"
"27321","231.809690","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","178","2835","92","112","51\302\265s","","QoS Data, SN=2835, FN=0, Flags=.p....F.C"
"27364","232.495939","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","186","3430","100","48","51\302\265s","","QoS Data, SN=3430, FN=0, Flags=.p.....TC"
"27366","232.503665","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","186","2838","100","112","51\302\265s","","QoS Data, SN=2838, FN=0, Flags=.p....F.C"
"27378","232.510545","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3431","88","48","47\302\265s","","QoS Data, SN=3431, FN=0, Flags=.p.....TC"
"27380","232.514432","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2839","88","112","47\302\265s","","QoS Data, SN=2839, FN=0, Flags=.p....F.C"
"27393","232.564772","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3432","88","48","47\302\265s","","QoS Data, SN=3432, FN=0, Flags=.p.....TC"
"27401","232.575012","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","184","3435","98","48","8\302\265s","","QoS Data, SN=3435, FN=0, Flags=.p.....TC"
"27403","232.586860","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","170","2840","88","112","35\302\265s","","QoS Data, SN=2840, FN=0, Flags=.p..R.F.C"
"27404","232.586918","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","260","2841","178","112","11\302\265s","","QoS Data, SN=2841, FN=0, Flags=.p..R.F.C"
"27405","232.587022","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","1602","2842","1516","112","86\302\265s","","QoS Data, SN=2842, FN=0, Flags=.p..R.F.C"
"27407","232.587140","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","184","2843","98","112","52\302\265s","","QoS Data, SN=2843, FN=0, Flags=.p....F.C"
"27421","232.591932","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","302","3436","216","48","54\302\265s","","QoS Data, SN=3436, FN=0, Flags=.p.....TC"
"27427","232.611053","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","302","2844","216","112","54\302\265s","","QoS Data, SN=2844, FN=0, Flags=.p....F.C"
"27443","232.651177","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3437","88","48","47\302\265s","","QoS Data, SN=3437, FN=0, Flags=.p.....TC"
"27447","232.657776","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2845","88","112","47\302\265s","","QoS Data, SN=2845, FN=0, Flags=.p....F.C"
"27459","232.665550","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3438","88","48","47\302\265s","","QoS Data, SN=3438, FN=0, Flags=.p.....TC"
"27461","232.688671","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2846","88","112","47\302\265s","","QoS Data, SN=2846, FN=0, Flags=.p....F.C"
"27462","232.688927","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2846","88","112","47\302\265s","","QoS Data, SN=2846, FN=0, Flags=.p..R.F.C"
"27463","232.689210","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2846","88","112","47\302\265s","","QoS Data, SN=2846, FN=0, Flags=.p..R.F.C"
"27464","232.689979","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2846","88","112","52\302\265s","","QoS Data, SN=2846, FN=0, Flags=.p..R.F.C"
"27465","232.690233","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2846","88","48","56\302\265s","","QoS Data, SN=2846, FN=0, Flags=.p..R.F.C"
"27466","232.694279","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2846","88","112","60\302\265s","","QoS Data, SN=2846, FN=0, Flags=.p..R.F.C"
"27480","232.705480","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","170","3439","88","48","35\302\265s","","QoS Data, SN=3439, FN=0, Flags=.p.....TC"
"27481","232.705538","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","180","3440","94","48","7\302\265s","","QoS Data, SN=3440, FN=0, Flags=.p.....TC"
"27483","232.708883","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","170","2847","88","112","36\302\265s","","QoS Data, SN=2847, FN=0, Flags=.p....F.C"
"27484","232.708941","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","180","2848","94","112","8\302\265s","","QoS Data, SN=2848, FN=0, Flags=.p....F.C"
"27497","232.728822","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","259","3441","173","48","54\302\265s","","QoS Data, SN=3441, FN=0, Flags=.p.....TC"
"27499","232.747388","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","259","2849","173","112","56\302\265s","","QoS Data, SN=2849, FN=0, Flags=.p....F.C"
"27518","232.804545","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3442","88","48","47\302\265s","","QoS Data, SN=3442, FN=0, Flags=.p.....TC"
"27523","232.810565","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","243","3443","157","48","54\302\265s","","QoS Data, SN=3443, FN=0, Flags=.p.....TC"
"27525","232.811318","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","170","2850","88","112","36\302\265s","","QoS Data, SN=2850, FN=0, Flags=.p....F.C"
"27526","232.811376","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","243","2851","157","112","12\302\265s","","QoS Data, SN=2851, FN=0, Flags=.p....F.C"
"27544","232.986542","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3444","88","48","47\302\265s","","QoS Data, SN=3444, FN=0, Flags=.p.....TC"
"27546","232.991021","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2852","88","112","47\302\265s","","QoS Data, SN=2852, FN=0, Flags=.p....F.C"
"27551","233.004981","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","275","3445","189","48","54\302\265s","","QoS Data, SN=3445, FN=0, Flags=.p.....TC"
"27592","233.269574","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3448","88","48","47\302\265s","","QoS Data, SN=3448, FN=0, Flags=.p.....TC"
"27597","233.273042","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","259","3449","173","48","54\302\265s","","QoS Data, SN=3449, FN=0, Flags=.p.....TC"
"27599","233.281560","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2856","88","112","47\302\265s","","QoS Data, SN=2856, FN=0, Flags=.p....F.C"
"27601","233.303469","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","259","2857","173","112","54\302\265s","","QoS Data, SN=2857, FN=0, Flags=.p....F.C"
"27642","233.638592","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2859","88","112","47\302\265s","","QoS Data, SN=2859, FN=0, Flags=.p....F.C"
"27647","233.662395","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","275","3451","189","48","54\302\265s","","QoS Data, SN=3451, FN=0, Flags=.p.....TC"
"27649","233.669056","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","275","2860","189","112","54\302\265s","","QoS Data, SN=2860, FN=0, Flags=.p....F.C"
"27668","233.855021","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3452","88","48","47\302\265s","","QoS Data, SN=3452, FN=0, Flags=.p.....TC"
"27670","233.862902","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2861","88","112","47\302\265s","","QoS Data, SN=2861, FN=0, Flags=.p....F.C"
"27676","233.867823","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","259","3453","173","48","54\302\265s","","QoS Data, SN=3453, FN=0, Flags=.p.....TC"
"27678","233.887920","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","259","2862","173","112","54\302\265s","","QoS Data, SN=2862, FN=0, Flags=.p....F.C"
"27697","233.934248","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3454","88","48","47\302\265s","","QoS Data, SN=3454, FN=0, Flags=.p.....TC"
"27699","233.936708","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2863","88","112","47\302\265s","","QoS Data, SN=2863, FN=0, Flags=.p....F.C"
"27704","233.946545","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","579","3455","493","48","72\302\265s","","QoS Data, SN=3455, FN=0, Flags=.p.....TC"
"27706","233.950175","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","579","2864","493","112","72\302\265s","","QoS Data, SN=2864, FN=0, Flags=.p....F.C"
"27728","234.121186","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3456","88","48","47\302\265s","","QoS Data, SN=3456, FN=0, Flags=.p.....TC"
"27734","234.126604","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2866","88","112","47\302\265s","","QoS Data, SN=2866, FN=0, Flags=.p....F.C"
"27738","234.126940","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","259","3457","173","48","54\302\265s","","QoS Data, SN=3457, FN=0, Flags=.p.....TC"
"27740","234.129911","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","259","2867","173","112","54\302\265s","","QoS Data, SN=2867, FN=0, Flags=.p....F.C"
"27756","234.161165","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2868","88","112","47\302\265s","","QoS Data, SN=2868, FN=0, Flags=.p....F.C"
"27761","234.167670","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3459","205","48","54\302\265s","","QoS Data, SN=3459, FN=0, Flags=.p.....TC"
"27763","234.172255","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2869","205","112","54\302\265s","","QoS Data, SN=2869, FN=0, Flags=.p....F.C"
"27780","234.531836","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","827","88","48","47\302\265s","","QoS Data, SN=827, FN=0, Flags=.p.....TC"
"27786","234.642571","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2870","88","112","47\302\265s","","QoS Data, SN=2870, FN=0, Flags=.p....F.C"
"27857","236.285912","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3460","88","48","47\302\265s","","QoS Data, SN=3460, FN=0, Flags=.p.....TC"
"27862","236.289251","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3461","205","48","54\302\265s","","QoS Data, SN=3461, FN=0, Flags=.p.....TC"
"27864","236.295007","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","170","2878","88","112","35\302\265s","","QoS Data, SN=2878, FN=0, Flags=.p....F.C"
"27865","236.295065","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2879","205","112","11\302\265s","","QoS Data, SN=2879, FN=0, Flags=.p....F.C"
"27939","238.430280","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3462","88","48","47\302\265s","","QoS Data, SN=3462, FN=0, Flags=.p.....TC"
"27942","238.445333","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","170","2886","88","112","35\302\265s","","QoS Data, SN=2886, FN=0, Flags=.p....F.C"
"27943","238.445391","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2887","205","112","11\302\265s","","QoS Data, SN=2887, FN=0, Flags=.p....F.C"
"28042","240.593471","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3464","88","48","54\302\265s","","QoS Data, SN=3464, FN=0, Flags=.p.....TC"
"28044","240.593581","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3465","205","48","54\302\265s","","QoS Data, SN=3465, FN=0, Flags=.p.....TC"
"28046","240.597270","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","170","2899","88","112","35\302\265s","","QoS Data, SN=2899, FN=0, Flags=.p....F.C"
"28047","240.597325","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2900","205","112","11\302\265s","","QoS Data, SN=2900, FN=0, Flags=.p....F.C"
"28152","242.735308","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3466","88","48","47\302\265s","","QoS Data, SN=3466, FN=0, Flags=.p.....TC"
"28154","242.735423","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3467","205","48","54\302\265s","","QoS Data, SN=3467, FN=0, Flags=.p.....TC"
"28156","242.738191","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","170","2913","88","112","35\302\265s","","QoS Data, SN=2913, FN=0, Flags=.p....F.C"
"28157","242.738248","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2914","205","112","11\302\265s","","QoS Data, SN=2914, FN=0, Flags=.p....F.C"
"28293","244.881986","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3470","88","48","48\302\265s","","QoS Data, SN=3470, FN=0, Flags=.p.....TC"
"28295","244.885426","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2931","88","112","47\302\265s","","QoS Data, SN=2931, FN=0, Flags=.p....F.C"
"28299","244.885751","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3471","205","48","56\302\265s","","QoS Data, SN=3471, FN=0, Flags=.p.....TC"
"28304","244.897735","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3471","205","48","56\302\265s","","QoS Data, SN=3471, FN=0, Flags=.p..R..TC"
"28306","244.924563","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2932","205","112","54\302\265s","","QoS Data, SN=2932, FN=0, Flags=.p....F.C"
"28367","247.031771","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3472","88","48","48\302\265s","","QoS Data, SN=3472, FN=0, Flags=.p.....TC"
"28371","247.032825","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2937","88","112","47\302\265s","","QoS Data, SN=2937, FN=0, Flags=.p....F.C"
"28377","247.074714","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3473","205","48","56\302\265s","","QoS Data, SN=3473, FN=0, Flags=.p.....TC"
"28379","247.076170","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2938","205","112","54\302\265s","","QoS Data, SN=2938, FN=0, Flags=.p....F.C"
"28489","249.181344","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3474","88","48","48\302\265s","","QoS Data, SN=3474, FN=0, Flags=.p.....TC"
"28493","249.182311","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2949","88","112","47\302\265s","","QoS Data, SN=2949, FN=0, Flags=.p....F.C"
"28498","249.191171","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3475","205","48","56\302\265s","","QoS Data, SN=3475, FN=0, Flags=.p.....TC"
"28500","249.199635","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2950","205","112","54\302\265s","","QoS Data, SN=2950, FN=0, Flags=.p....F.C"
"28588","251.345244","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3476","88","48","47\302\265s","","QoS Data, SN=3476, FN=0, Flags=.p.....TC"
"28589","251.347679","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2959","88","112","47\302\265s","","QoS Data, SN=2959, FN=0, Flags=.p....F.C"
"28593","251.348009","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3476","88","48","47\302\265s","","QoS Data, SN=3476, FN=0, Flags=.p..R..TC"
"28595","251.348121","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3477","205","48","54\302\265s","","QoS Data, SN=3477, FN=0, Flags=.p.....TC"
"28597","251.348699","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2960","205","112","54\302\265s","","QoS Data, SN=2960, FN=0, Flags=.p....F.C"
"28714","253.487252","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3478","88","48","47\302\265s","","QoS Data, SN=3478, FN=0, Flags=.p.....TC"
"28716","253.488621","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2974","88","112","47\302\265s","","QoS Data, SN=2974, FN=0, Flags=.p....F.C"
"28720","253.492103","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3479","205","48","54\302\265s","","QoS Data, SN=3479, FN=0, Flags=.p.....TC"
"28723","253.493910","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2975","205","112","54\302\265s","","QoS Data, SN=2975, FN=0, Flags=.p....F.C"
"28740","253.747761","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","830","88","48","47\302\265s","","QoS Data, SN=830, FN=0, Flags=.p.....TC"
"28751","253.757184","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2976","88","112","47\302\265s","","QoS Data, SN=2976, FN=0, Flags=.p....F.C"
"28786","255.531645","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","174","3480","88","48","47\302\265s","","QoS Data, SN=3480, FN=0, Flags=.p.....TC"
"28788","255.535740","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","174","2979","88","112","47\302\265s","","QoS Data, SN=2979, FN=0, Flags=.p....F.C"
"28794","255.542497","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","802.11","291","3481","205","48","54\302\265s","","QoS Data, SN=3481, FN=0, Flags=.p.....TC"
"28796","255.543401","90:9c:4a:c8:5e:86","78:44:76:db:82:78","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","802.11","291","2980","205","112","54\302\265s","","QoS Data, SN=2980, FN=0, Flags=.p....F.C"
