"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Starting Sequence Number","Type/Subtype","Priority","Info"
"6765","52.438207","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2381","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2381, FN=0, Flags=.p....F.C"
"6785","52.451426","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2382","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2382, FN=0, Flags=.p....F.C"
"6790","52.456465","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2383","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2383, FN=0, Flags=.p....F.C"
"6819","52.512738","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2384","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2384, FN=0, Flags=.p....F.C"
"6966","54.508227","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2385","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2385, FN=0, Flags=.p....F.C"
"6989","54.522795","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2386","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2386, FN=0, Flags=.p....F.C"
"7175","56.556222","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2388","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2388, FN=0, Flags=.p....F.C"
"7195","56.568850","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2389","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2389, FN=0, Flags=.p....F.C"
"7335","58.602574","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2390","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2390, FN=0, Flags=.p....F.C"
"7356","58.614586","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2391","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2391, FN=0, Flags=.p....F.C"
"7561","60.659830","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2393","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2393, FN=0, Flags=.p....F.C"
"7582","60.671216","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2394","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2394, FN=0, Flags=.p....F.C"
"7704","61.470299","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","198","2397","112","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2397, FN=0, Flags=.p....F.C"
"7872","62.676468","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2402","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2402, FN=0, Flags=.p....F.C"
"7896","62.689102","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2403","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2403, FN=0, Flags=.p....F.C"
"7902","62.695094","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2404","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2404, FN=0, Flags=.p....F.C"
"7924","62.710098","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2405","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2405, FN=0, Flags=.p....F.C"
"7944","62.728306","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","243","2406","157","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2406, FN=0, Flags=.p....F.C"
"7947","62.728616","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2407","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2407, FN=0, Flags=.p....F.C"
"8395","67.733320","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","162","2412","76","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2412, FN=0, Flags=.p....F.C"
"8397","67.733487","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","162","2413","76","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2413, FN=0, Flags=.p....F.C"
"8565","70.487006","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","802.11","137","3097","74","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3097, FN=0, Flags=.p.....TC"
"8573","70.579534","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","33:33:00:00:00:01","802.11","135","1709","74","0","","Data","","Data, SN=1709, FN=0, Flags=.p....F.C"
"8603","70.868131","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","159","3098","96","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3098, FN=0, Flags=.p.....TC"
"8614","70.891614","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","182","2414","96","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2414, FN=0, Flags=.p....F.C"
"8626","70.898966","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3099","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3099, FN=0, Flags=.p.....TC"
"8628","70.900129","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2415","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2415, FN=0, Flags=.p....F.C"
"8640","70.920690","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","353","3100","290","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3100, FN=0, Flags=.p.....TC"
"8643","70.925634","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","376","2416","290","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2416, FN=0, Flags=.p....F.C"
"8673","70.949662","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3101","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3101, FN=0, Flags=.p.....TC"
"8675","70.951249","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3102","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3102, FN=0, Flags=.p.....TC"
"8676","70.952758","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3102","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3102, FN=0, Flags=.p..R..TC"
"8679","70.957707","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2417","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2417, FN=0, Flags=.p..R.F.C"
"8680","70.958872","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2417","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2417, FN=0, Flags=.p..R.F.C"
"8682","70.958985","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2418","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2418, FN=0, Flags=.p....F.C"
"8693","70.961761","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3103","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3103, FN=0, Flags=.p.....TC"
"8695","70.962105","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2419","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2419, FN=0, Flags=.p....F.C"
"8703","70.983543","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","193","3104","130","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3104, FN=0, Flags=.p.....TC"
"8705","70.983717","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","216","2420","130","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2420, FN=0, Flags=.p....F.C"
"8716","70.988156","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","242","3105","179","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3105, FN=0, Flags=.p.....TC"
"8744","71.042770","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3106","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3106, FN=0, Flags=.p.....TC"
"8746","71.042941","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2422","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2422, FN=0, Flags=.p....F.C"
"8760","71.058875","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3107","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3107, FN=0, Flags=.p.....TC"
"8762","71.059085","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2423","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2423, FN=0, Flags=.p....F.C"
"8767","71.087761","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","252","3108","189","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3108, FN=0, Flags=.p.....TC"
"8770","71.088737","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","275","2424","189","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2424, FN=0, Flags=.p....F.C"
"8796","71.149596","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3109","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3109, FN=0, Flags=.p.....TC"
"8798","71.149790","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2425","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2425, FN=0, Flags=.p....F.C"
"8802","71.162743","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3110","173","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3110, FN=0, Flags=.p.....TC"
"8804","71.162971","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2426","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2426, FN=0, Flags=.p....F.C"
"8823","71.172875","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3111","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3111, FN=0, Flags=.p.....TC"
"8825","71.173229","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2427","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2427, FN=0, Flags=.p....F.C"
"8828","71.177553","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3112","173","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3112, FN=0, Flags=.p.....TC"
"8830","71.177779","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2428","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2428, FN=0, Flags=.p....F.C"
"8853","71.229578","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3113","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3113, FN=0, Flags=.p.....TC"
"8855","71.229775","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2429","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2429, FN=0, Flags=.p....F.C"
"8858","71.235687","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3114","173","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3114, FN=0, Flags=.p.....TC"
"8860","71.235921","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2430","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2430, FN=0, Flags=.p....F.C"
"8880","71.246685","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3115","88","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3115, FN=0, Flags=.p.....TC"
"8882","71.246847","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2431","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2431, FN=0, Flags=.p....F.C"
"8891","71.371615","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","1579","3116","1516","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3116, FN=0, Flags=.p.....TC"
"8893","71.372441","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","248","3117","185","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3117, FN=0, Flags=.p.....TC"
"8895","71.372589","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","1602","2432","1516","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2432, FN=0, Flags=.p....F.C"
"8897","71.372876","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","271","2433","185","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2433, FN=0, Flags=.p....F.C"
"8917","71.413040","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3118","88","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3118, FN=0, Flags=.p.....TC"
"8919","71.413410","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2434","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2434, FN=0, Flags=.p....F.C"
"8925","71.477225","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","524","3119","461","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3119, FN=0, Flags=.p.....TC"
"8927","71.477691","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","547","2435","461","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2435, FN=0, Flags=.p....F.C"
"8947","71.497856","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3120","88","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3120, FN=0, Flags=.p.....TC"
"8949","71.498025","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2436","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2436, FN=0, Flags=.p....F.C"
"8952","71.505000","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","252","3121","189","223","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3121, FN=0, Flags=.p.....TC"
"8954","71.505230","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","275","2437","189","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2437, FN=0, Flags=.p....F.C"
"8976","71.565364","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3122","88","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3122, FN=0, Flags=.p.....TC"
"8978","71.565626","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2438","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2438, FN=0, Flags=.p....F.C"
"8981","71.573760","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3123","173","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3123, FN=0, Flags=.p.....TC"
"8983","71.573992","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2439","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2439, FN=0, Flags=.p....F.C"
"9002","71.581634","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3124","88","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3124, FN=0, Flags=.p.....TC"
"9004","71.581804","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2440","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2440, FN=0, Flags=.p....F.C"
"9007","71.584922","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3125","173","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3125, FN=0, Flags=.p.....TC"
"9009","71.585090","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2441","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2441, FN=0, Flags=.p....F.C"
"9030","71.637194","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3126","88","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3126, FN=0, Flags=.p.....TC"
"9032","71.637421","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2442","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2442, FN=0, Flags=.p....F.C"
"9158","73.599030","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3127","173","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3127, FN=0, Flags=.p.....TC"
"9165","73.661917","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2443","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2443, FN=0, Flags=.p....F.C"
"9185","73.677123","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3128","88","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3128, FN=0, Flags=.p.....TC"
"9187","73.678809","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2444","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2444, FN=0, Flags=.p....F.C"
"9314","75.408095","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","143","3129","80","213","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3129, FN=0, Flags=.p.....TC"
"9316","75.408555","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","166","2445","80","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2445, FN=0, Flags=.p....F.C"
"9339","75.682195","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3130","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3130, FN=0, Flags=.p.....TC"
"9346","75.703601","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2446","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2446, FN=0, Flags=.p....F.C"
"9366","75.714037","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3131","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3131, FN=0, Flags=.p.....TC"
"9368","75.714208","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2447","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2447, FN=0, Flags=.p....F.C"
"9541","77.719094","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3132","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3132, FN=0, Flags=.p.....TC"
"9548","77.751256","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2451","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2451, FN=0, Flags=.p....F.C"
"9568","77.761908","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3133","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3133, FN=0, Flags=.p.....TC"
"9570","77.762349","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2452","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2452, FN=0, Flags=.p....F.C"
"9713","79.766984","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3134","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3134, FN=0, Flags=.p.....TC"
"9718","79.799493","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2454","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2454, FN=0, Flags=.p....F.C"
"9737","79.809841","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3135","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3135, FN=0, Flags=.p.....TC"
"9739","79.810370","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2455","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2455, FN=0, Flags=.p....F.C"
"9938","81.815053","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3136","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3136, FN=0, Flags=.p.....TC"
"9944","81.847410","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2458","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2458, FN=0, Flags=.p....F.C"
"9964","81.857896","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3137","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3137, FN=0, Flags=.p.....TC"
"9966","81.858333","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","2459","88","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2459, FN=0, Flags=.p....F.C"
"9969","81.861343","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3138","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3138, FN=0, Flags=.p.....TC"
"9971","81.861759","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","2460","173","112","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=2460, FN=0, Flags=.p....F.C"
