frame.number,frame.time_relative,tcp.seq
17,16.754278000,
19,17.054294000,
25,19.083775000,0
26,19.244066000,0
28,19.323906000,1
32,19.399461000,1
33,19.399783000,91
34,19.399806000,1519
37,19.579540000,1529
40,19.713798000,1658
42,19.932005000,1658
43,19.939425000,1658
45,20.069994000,1664
49,20.267464000,1749
50,20.369591000,1749
53,20.639952000,1818
54,20.652842000,1818
55,20.920483000,1818
59,21.178516000,1919
60,21.194239000,1919
63,21.424795000,2084
64,21.437138000,2084
69,21.920992000,2169
71,21.945839000,2169
72,22.012256000,2169
75,22.245583000,2270
76,22.272149000,2270
77,22.710103000,2270
80,23.615391000,2355
81,23.634572000,2355
84,23.787546000,2760
85,23.800461000,2760
88,23.963803000,2845
89,23.974261000,2845
90,24.394781000,2845
93,26.180802000,2962
94,26.191737000,2962
95,26.683662000,2962
98,28.448117000,3079
99,28.458847000,3079
106,30.577079000,3196
107,30.587024000,3196
120,32.744124000,3313
121,32.753817000,3313
135,35.011988000,3430
136,35.021901000,3430
141,37.357810000,3547
142,37.367532000,3547
180,39.491158000,3664
181,39.501131000,3664
185,41.633468000,3781
186,41.644608000,3781
187,42.011930000,3781
189,42.170235000,3898
193,44.323225000,3898
194,44.333841000,3898
197,46.600146000,4015
198,46.609606000,4015
201,46.736607000,4132
202,46.745555000,4132
205,46.824656000,4217
206,46.833286000,4217
209,46.940981000,4302
211,46.955790000,4302
220,51.840009000,4302
221,51.840918000,4371
222,51.841556000,4372
231,57.292371000,
232,57.294034000,
234,58.531271000,0
236,58.648861000,1
238,58.766511000,1
239,58.778972000,1
240,58.779104000,91
241,58.779132000,1519
244,58.916762000,1529
247,59.061835000,1659
249,59.096810000,1659
250,59.098039000,1659
252,59.237330000,1665
255,59.393996000,1750
256,59.405406000,1750
259,59.656888000,1819
260,59.665906000,1819
263,59.735050000,1920
264,59.744466000,1920
267,59.920251000,2085
268,59.928958000,2085
271,60.483518000,2170
273,60.495797000,2170
274,60.530484000,2170
277,60.719021000,2271
278,60.739791000,2271
281,60.862966000,2356
282,60.876371000,2356
283,61.107870000,2356
286,61.482022000,2761
287,61.488474000,2761
290,61.565139000,2846
291,61.570452000,2846
298,63.693144000,2963
299,63.701352000,2963
308,65.905526000,3080
309,65.914217000,3080
313,68.079664000,3197
314,68.087426000,3197
318,70.314070000,3314
319,70.322816000,3314
322,72.555127000,3431
323,72.563523000,3431
326,74.717819000,3548
327,74.727227000,3548
336,76.986730000,3665
337,76.994971000,3665
344,79.119608000,3782
345,79.127759000,3782
359,81.312652000,3899
360,81.321100000,3899
367,83.412667000,4016
368,83.421788000,4016
371,83.513311000,4133
372,83.517469000,4133
375,83.603700000,4218
376,83.606966000,4218
379,83.672279000,4303
381,83.691442000,4303
388,88.608917000,4303
389,88.608993000,4372
390,88.609025000,4373
416,94.160894000,
417,94.161994000,
419,95.289454000,0
421,95.333682000,1
429,95.407917000,1
430,95.412463000,1
431,95.412580000,91
432,95.412582000,1519
435,95.521097000,1529
438,95.669425000,1659
440,95.726757000,1659
441,95.728883000,1659
443,95.842053000,1665
446,96.013597000,1750
447,96.022351000,1750
450,96.297287000,1819
451,96.304667000,1819
454,96.426905000,1920
455,96.435405000,1920
458,96.817249000,2085
459,96.825077000,2085
462,97.461547000,2170
464,97.470152000,2170
465,97.498160000,2170
468,97.785454000,2271
469,97.804769000,2271
470,98.091299000,2271
