"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Starting Sequence Number","Type/Subtype","Priority","Info"
"58989","16.646244","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","802.11","137","3443","74","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3443, FN=0, Flags=.p..R..TC"
"59427","16.740343","20:16:b9:9c:1d:b9","78:44:76:db:82:78","33:33:00:00:00:01","33:33:00:00:00:01","802.11","135","3493","74","0","","Data","","Data, SN=3493, FN=0, Flags=.p....F.C"
"61060","17.137314","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","159","3444","96","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3444, FN=0, Flags=.p.....TC"
"61166","17.172053","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3445","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3445, FN=0, Flags=.p.....TC"
"61219","17.189497","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","353","3446","290","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3446, FN=0, Flags=.p.....TC"
"61286","17.222012","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","3148","88","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3148, FN=0, Flags=.p....F.C"
"61289","17.223724","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","376","3149","290","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3149, FN=0, Flags=.p....F.C"
"61656","17.314527","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3447","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3447, FN=0, Flags=.p.....TC"
"61658","17.316115","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3448","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3448, FN=0, Flags=.p.....TC"
"61668","17.319344","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","3150","88","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3150, FN=0, Flags=.p....F.C"
"61670","17.319465","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","3151","88","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3151, FN=0, Flags=.p....F.C"
"61846","17.358182","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3449","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3449, FN=0, Flags=.p.....TC"
"61850","17.358792","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","3152","88","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3152, FN=0, Flags=.p....F.C"
"61936","17.376731","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","193","3450","130","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3450, FN=0, Flags=.p.....TC"
"61992","17.386684","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","216","3153","130","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3153, FN=0, Flags=.p....F.C"
"62327","17.461509","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","242","3451","179","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3451, FN=0, Flags=.p.....TC"
"62553","17.504296","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","265","3154","179","135","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3154, FN=0, Flags=.p....F.C"
"62920","17.578633","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3452","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3452, FN=0, Flags=.p.....TC"
"63065","17.617791","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","3155","88","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3155, FN=0, Flags=.p....F.C"
"63283","17.681434","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3453","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3453, FN=0, Flags=.p.....TC"
"63284","17.682389","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3453","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3453, FN=0, Flags=.p..R..TC"
"63286","17.683905","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3453","88","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3453, FN=0, Flags=.p..R..TC"
"63342","17.696697","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","252","3454","189","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3454, FN=0, Flags=.p.....TC"
"63457","17.722169","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","3156","88","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3156, FN=0, Flags=.p....F.C"
"63528","17.738181","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","275","3157","189","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3157, FN=0, Flags=.p....F.C"
"64175","17.898186","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3455","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3455, FN=0, Flags=.p.....TC"
"64176","17.898947","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","151","3455","88","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3455, FN=0, Flags=.p..R..TC"
"64180","17.901684","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3456","173","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3456, FN=0, Flags=.p.....TC"
"64181","17.903074","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3456","173","258","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3456, FN=0, Flags=.p..R..TC"
"64199","17.909998","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","3158","88","148","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3158, FN=0, Flags=.p....F.C"
"64203","17.912410","20:16:b9:9c:1d:b9","20:16:b9:9c:1d:b9","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","236","3456","173","314","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3456, FN=0, Flags=.p..R..TC"
