1423	3325	471	478	313	163	492	324	1382	102		4748	8473	22	110	
1064	1985	289	101	198	85	554	245	625	100		3049	5246	22	70	
1118	1764	255	189	336	166	707	565	204	185		2882	5489	22	125	
1078	4763	437	615	888	1942	527	611	284	353		5841	11498	25	155	
820	2073	294	75	255	59	358	244	221	120		2893	4519	22	179	
1018	2271	332	110	528	740	308	533	213	76		3289	6129	24	115	
793	2213	230	105	402	411	515	721	272	146		3006	5808	22	440	
1036	3095	425	195	332	114	676	489	252	664		4131	7278	23	101	
1073	1584	228	130	286	81	543	220	229	119		2657	4493	22	120	
839	1794	252	122	344	100	495	491	280	74		2633	4791	23	920	
1523	2284	799	180	899	681	545	627	233	104		3807	7875	22	651	
1490	5107	257	144	186	66	696	288	274	118		6597	8626	22	116	
1175	1783	302	107	224	115	590	177	229	58		2958	4760	22	186	
936	1811	245	84	171	396	532	180	139	29		2747	4523	22	160	
1588	6443	987	245	344	534	934	882	195	440		8031	12592	25	121	
960	2427	296	1129	362	214	693	298	222	78		3387	6679	22	105	
776	1700	272	95	558	134	520	285	303	77		2476	4720	23	113	
