279	729	256	17	63	23	224	83	86	14		1008	1774	10	22	
313	488	93	24	61	31	186	95	78	17		801	1386	10	22	
364	647	72	16	59	19	163	89	75	11		1011	1515	10	16	
343	455	90	18	55	12	167	94	76	18		798	1328	10	16	
288	552	91	17	64	11	167	93	66	17		840	1366	10	16	
354	539	88	16	52	15	165	85	84	12		893	1410	10	16	
463	643	75	15	56	14	165	75	63	14		1106	1583	10	17	
360	656	76	15	55	30	194	81	75	10		1016	1552	10	20	
336	549	75	14	56	22	144	74	63	10		885	1343	10	15	
345	548	88	13	53	11	163	83	68	12		893	1384	10	15	
369	639	70	14	51	13	161	89	66	18		1008	1490	10	16	
457	434	77	17	71	14	142	89	63	14		891	1378	10	16	
445	468	84	14	56	12	166	85	70	7		913	1407	10	15	
364	632	74	14	51	13	142	80	68	10		996	1448	10	18	
558	458	94	16	55	10	166	86	71	15		1016	1529	10	14	
390	807	188	112	53	93	219	79	62	12		1197	2015	10	22	
452	547	87	12	61	12	169	88	69	13		999	1510	10	17	
345	460	99	27	58	22	199	76	64	9		805	1359	10	15	
474	439	113	18	53	11	174	103	72	14		913	1471	10	21	
455	653	85	15	63	10	170	98	74	14		1108	1637	10	18	
