317	606	254	26	89	21	198	100	83	21		923	1715	10	23	
337	459	84	22	63	18	174	104	78	12		796	1351	10	19	
273	635	87	19	72	13	166	94	81	18		908	1458	10	26	
332	653	78	21	63	19	180	104	76	12		985	1538	10	16	
466	653	86	15	60	11	172	94	74	16		1119	1647	10	19	
298	440	77	14	74	10	172	87	70	18		738	1260	10	14	
266	546	94	17	63	15	167	88	67	17		812	1340	10	17	
322	389	73	11	51	10	165	83	75	17		711	1196	10	18	
481	445	75	15	57	13	150	81	62	14		926	1393	10	24	
439	452	92	16	59	12	163	82	70	12		891	1397	10	22	
268	650	72	10	54	13	164	78	72	13		918	1394	10	20	
450	707	250	57	75	60	270	137	119	578		1157	2703	10	174	
311	1010	128	61	79	53	268	142	161	454		1321	2667	10	15	
459	650	74	15	61	17	184	85	68	13		1109	1626	10	19	
268	657	76	13	61	13	153	77	67	18		925	1403	10	19	
339	533	73	16	78	15	162	89	63	13		872	1381	10	21	
334	655	78	27	64	10	164	85	71	11		989	1499	10	21	
459	491	93	14	59	30	152	84	64	13		950	1459	10	15	
345	543	76	14	62	16	151	75	62	14		888	1358	10	18	
335	636	85	13	63	12	162	84	70	13		971	1473	10	17	
