"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Starting Sequence Number","Type/Subtype","Priority","Info"
"102237","42.686095","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","275","3831","189","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3831, FN=0, Flags=.p..R..TC"
"103386","42.850992","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","275","3831","189","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3831, FN=0, Flags=.p..R..TC"
"104571","43.054622","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3832","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3832, FN=0, Flags=.p.....TC"
"104581","43.055275","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3832","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3832, FN=0, Flags=.p..R..TC"
"105046","43.109253","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3832","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3832, FN=0, Flags=.p..R..TC"
"105048","43.109406","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","259","3833","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3833, FN=0, Flags=.p.....TC"
"105051","43.109649","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","259","3833","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3833, FN=0, Flags=.p..R..TC"
"105869","43.269909","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3834","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3834, FN=0, Flags=.p.....TC"
"105935","43.278815","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3834","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3834, FN=0, Flags=.p..R..TC"
"105982","43.283483","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3834","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3834, FN=0, Flags=.p..R..TC"
"106077","43.298035","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3834","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3834, FN=0, Flags=.p..R..TC"
"106079","43.298146","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","579","3835","493","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3835, FN=0, Flags=.p.....TC"
